"[2, 'ImprovementEmitter', '5', 1, 1]"
"[2, 'ImprovementEmitter', '5', 1, 1]"
"[2, 'ImprovementEmitter', '5', 1, 1]","[10, 'ImprovementEmitter', '7', 22, 7]","[13, 'ImprovementEmitter', '5', 10, 12]"
"[2, 'ImprovementEmitter', '5', 1, 1]","[10, 'ImprovementEmitter', '7', 22, 7]","[13, 'ImprovementEmitter', '5', 10, 12]","[15, 'ImprovementEmitter', '5', 16, 17]","[16, 'ImprovementEmitter', '4', 13, 8]","[17, 'ImprovementEmitter', '5', 21, 13]","[18, 'ImprovementEmitter', '6', 1, 8]","[19, 'ImprovementEmitter', '5', 11, 10]"
