,emitterName,latentVector,completionPercentage,jumpActionsPerformed,killsTotal,livesLeft,coinsCollected,remainingTime (20-timeSpent),behavior feature X,behavior feature Y
10,ImprovementEmitter,"[-0.14801021  0.03586739  0.09526242 -0.22275904 -1.01742646  0.85961144
  0.26261045 -0.71995681 -0.4915536   0.43237234 -0.49150983 -0.03283707
  0.3694662   0.13685128 -1.33899012 -0.29779838 -0.07250238  0.41389683
  0.60822766  0.0333321  -0.98129679  0.45437542 -0.96312422 -0.09756266
 -0.59276083 -0.92263828 -0.06913058  0.93575006  0.44653237  0.05799427
  0.07929434 -0.06155692 -0.73565449  1.16708233 -0.50864398  0.54484175
  0.04725917 -0.73295364  0.46109158  0.78986081  0.38337676 -0.26275944
 -0.43083707  0.17941298  0.7987149  -0.76470293 -0.27956369 -0.00592032
  0.49868502 -0.35258085  0.13850084 -0.2175344   0.22106603  0.72285934
  0.27914749  1.43854413 -0.28921632  0.08767458  1.26761944 -0.35427583
 -0.57221668 -0.41171389  0.1789608  -0.24783597 -0.0674908  -0.32187578
  0.12351897  0.3618338   0.7844408  -0.84278412  0.58663554 -0.53710879
 -0.57244337  1.01536687 -0.44297055  0.01134575 -0.56898396 -0.15142345
  0.78849611  1.09546444 -0.59141324 -0.23464024  0.5320756   0.25492618
  0.16187826 -0.30198977  1.66106983  0.08282328  1.20175321  1.36564939
  0.28069892 -0.00388065  0.8821172  -0.10605502  0.11665761 -0.53159021]",1.0,7,1,0,0,17000,22,7
11,ImprovementEmitter,"[-0.12210291 -2.22974707 -0.73808684 -0.83870892 -0.98298654  0.02784062
  0.80293545 -0.40190382 -0.04733529 -1.19102378  1.24244628  0.26206778
  1.01980895  0.17795131 -1.17539616 -1.02195056 -0.0628007  -0.83864335
 -0.65718818 -0.14891831  0.07819094 -1.06055064 -0.72825314 -0.50913259
 -0.72427356 -0.33724676  0.43009745  0.91201352  0.68960253  0.27412441
 -0.11576141 -0.5228404  -0.30359246  1.06569486  0.74392575 -0.15246177
 -0.24665312 -0.2589337   0.25751901  0.00617682  0.62873128 -0.82997906
 -0.48393161 -0.51201623  0.70821372 -0.26074387  0.79720838 -0.17407849
  0.73856006  0.79846424  0.5801753  -0.37377437  0.83074006 -0.95253687
  0.33718003  1.02036434 -0.55760929  1.21947642  0.44534394  0.13336796
  0.68803798 -0.23267736  0.00572226  0.58072851 -0.32122804 -0.29533824
 -0.57205376 -0.42822506  0.50020927  0.01158567  0.32129838 -1.09282985
 -0.69460505 -0.77988191 -0.07890938  0.45175134 -1.58743259 -0.44491303
 -0.20706494  1.25831942 -0.46649958 -0.39013265  0.60996566  0.26409592
 -0.34443226 -0.393799    1.65984781 -0.30458937  0.75355715  0.58475656
 -0.01537469 -0.08959226  0.14146708  0.31577157  0.03141104 -0.14382681]",0.16647647321224213,0,0,0,0,19340,0,1
12,ImprovementEmitter,"[-6.57193071e-01 -9.93417666e-01  1.46163134e-01 -5.87355828e-01
 -2.76594400e-01 -9.00384383e-04  3.00683403e-01 -1.52327347e-01
  3.02994499e-01 -4.31696480e-01  1.52519011e-01  6.12178011e-01
  1.04010043e+00 -3.77076555e-01 -1.05734220e+00 -7.95736754e-01
  4.87406172e-02  1.51809189e+00  5.35219345e-02 -3.94860086e-01
 -5.58362980e-01 -5.40400001e-01 -1.05641460e-01  3.40142552e-01
 -6.30605894e-02 -1.14334206e+00 -1.74626714e-01  1.37532499e+00
  1.21435524e+00  1.06141143e+00  7.39479423e-01  2.37393458e-01
 -1.46049336e-01  7.42540528e-01  8.44942439e-01  1.68472431e-01
  9.27007458e-01 -7.18001878e-01  1.19157712e+00  3.83380794e-01
  9.50602416e-01 -5.91364565e-01 -1.96860339e+00  3.70541605e-01
  1.20093808e+00 -2.40475036e-01  4.03919822e-02 -3.03087210e-01
 -6.95837642e-01 -1.55894415e-01 -3.36411989e-01  9.44113869e-02
  4.66388393e-01  1.89758121e-01  1.44195488e-01  6.78285415e-01
 -1.90935574e-01  1.08037931e+00 -9.44490205e-02 -1.10120984e+00
 -5.04112790e-01 -5.91939806e-01 -9.43175855e-01  9.81669892e-01
  4.98147302e-01 -3.78628315e-01 -1.77880682e-01 -5.92066770e-01
 -1.95198839e-01 -6.61801958e-01  4.85886965e-01 -1.69203431e+00
 -1.19204124e+00  1.57840460e-01  4.11241180e-01 -7.91901638e-01
 -5.19627421e-01 -4.41531765e-01  1.50990217e-02  1.20749197e+00
  8.50817804e-01 -1.04219151e+00  4.15368017e-01 -8.60010898e-02
 -1.50339538e-01 -2.94138345e-01  1.45836939e+00  3.80597575e-01
  2.71664801e-01  1.31581629e+00  4.59903151e-02  4.47375184e-01
  4.28912892e-01  2.27547131e-01 -3.33084579e-01  5.21668150e-01]",0.29807180166244507,1,0,0,0,18980,4,0
13,ImprovementEmitter,"[-0.45048635 -1.48126348  0.52608225 -1.06580639 -1.01978595  0.73600914
  0.34273841  0.29693725 -0.58463663 -1.22868348 -0.03517365 -0.37685244
 -0.17606962 -0.24324453 -0.35780793  0.11122002 -1.05514028  0.13368035
 -0.29216005 -0.35284972 -0.50425821 -0.68439089 -0.3691483  -1.14475842
  0.25925699 -1.03136101 -0.403275    1.94411423  1.08979926 -1.1312621
  0.43444743 -0.82745057 -1.28642165  0.21823258  0.32059409  0.56969646
 -0.49573801 -0.99504504  0.03479176  0.73603936  1.73965178 -0.66527379
 -1.11249973  0.08237178  0.71760466 -0.09640603  0.57623897 -1.01228836
  0.01068378 -0.09182854 -0.63268356 -0.33785867 -0.15464098 -0.02680994
  0.34470216 -0.07994532 -0.46775073  1.84490843  0.287689    0.72374702
  0.13625511 -0.25743038 -0.17179357  0.61410238 -0.05316042  0.16389817
  0.2477373  -0.41102687  0.26399938 -1.18293279 -0.48897646 -0.15203783
 -0.48587142 -0.52128825 -0.43502745 -0.14680466 -0.93714337 -0.56747867
  0.42334311  1.11973569  0.20036097 -0.46978434  0.17036424 -0.45264656
  1.05983128 -1.50363242  0.67242706 -0.07327872  1.51793955  0.67380899
  0.12973779  0.11265086 -0.03294272 -0.42824572 -0.55183799 -0.13417819]",1.0,5,3,0,0,17000,10,12
14,ImprovementEmitter,"[-0.41828002 -0.2375013  -0.84949094 -0.92991383 -0.4230311   0.61354699
 -0.21607981 -0.8722211   0.61584568 -0.41788964  1.03475289  0.32441469
 -0.02835411 -0.15525315 -0.84949987 -0.27334888 -0.41772281  0.56632419
 -0.078239   -0.21203458 -1.14296995 -0.34157265 -0.6203913   0.64976709
 -0.80030904 -1.32212545  0.47770327  0.57232798  0.26264033 -0.39681058
  0.76497625 -0.03216284 -0.91224685  0.23136996 -0.05438426  0.65960783
  0.30932189 -1.10769272 -0.09070818  0.54869936  0.58497451 -0.23038093
 -1.25301728  0.19690262  0.12299004 -0.06709722 -0.21168617 -0.60911331
 -0.58664869  0.80366261 -0.9142697  -0.08532932  0.04901735  0.74506806
  0.08395034 -0.33292705  0.20986167 -0.52849688  0.92274362 -0.34671797
 -0.13145194  0.52804038 -0.91391428  0.74333967  0.42831744 -0.15381802
  0.21937794 -1.06293848 -0.10537369 -0.30501954  0.52596181 -0.57843305
 -1.05391979 -0.99428467  0.37115327  0.57879618 -0.55604911 -0.78034057
 -0.29633716  1.01066857 -0.49767525 -0.39681691 -0.55628836  0.59104635
  0.29192423  0.19478639  0.7328381  -0.85506827  0.88676225  1.03910382
  0.44267591  0.77972388 -0.22017406  0.10179875 -0.55586416 -0.63111962]",0.3321858048439026,1,0,0,0,18920,31,15
15,ImprovementEmitter,"[ 0.58396544 -0.59252593  0.77733889 -0.67698725 -1.73299428  0.50155844
  1.38548386  0.65873877 -1.1804182  -1.12689876  0.56906825 -0.4358422
  0.20972313  0.00908539 -0.0420366  -0.24709175 -2.25312379  0.40350275
 -0.53875558 -0.07577376 -1.23799112 -0.45759535 -0.19871075 -0.48290439
  0.14645901 -1.28998072 -0.98714407  1.65762935  0.66731203 -0.48438541
  1.41547189 -0.52762859 -0.85359898  0.49356779  0.72934132  0.52152174
  0.20220627 -1.24692083 -0.7095367   0.42516694  2.03885115 -0.58098855
 -1.77254563  0.36479858  0.2955213   0.33259267  0.81017301 -0.50788762
 -0.48627112 -0.11087429 -1.0795848  -0.65339651 -0.09571897 -0.52144429
  1.24513379 -0.06408915 -0.61961557  2.28955954  0.97985836  0.35602837
 -0.41253047  0.26920652 -0.66267928  1.46013048  0.59000842 -1.01740332
 -0.15006449 -0.22412908  0.30853075 -1.28874063  0.01818633 -0.00664918
 -0.27660583 -0.3387618  -0.00275469 -0.63025869 -0.98548128 -0.34609902
  0.80221549  0.04272222  0.35031326 -0.04153597 -0.62995227 -0.68972211
  0.86929562 -0.93761272  0.34266886 -0.26826824  1.03428916  0.06672352
  0.65104099  0.05891368 -0.07320099 -0.70877751 -0.34881246 -0.0766178 ]",1.0,5,0,0,0,17300,16,17
16,ImprovementEmitter,"[-0.35898651 -1.85295101  0.16461644 -0.45428746 -0.79824177  0.75856888
  0.78880609  0.13372623 -0.32214594 -2.07753296  0.04980952  0.50532639
 -0.57425791 -0.8290678  -1.09665198 -0.41420053 -1.53220888  0.45984923
 -0.36300277 -0.66454654 -0.50599628 -0.70971918 -0.79174067 -1.35094593
  0.36463821 -0.86238108 -0.39116164  1.96912639  0.96863422 -0.93979266
 -0.34589142 -1.13248805 -0.87993275  0.53945481  0.6236271   1.35933605
 -0.4069731  -0.13183788  0.09037549  0.26606127  1.06748024 -1.29290544
 -0.959193   -0.09457555  0.23872706 -0.50405177  0.07318586 -0.974277
 -0.11864975 -0.15125562 -0.1228225   0.41150105 -0.03449248  0.73492946
  0.50263228  0.58408462 -0.78957194  0.93774099  0.08801681  0.19450797
  0.13604153 -0.22017072 -0.03283572  0.63616538 -0.28422597 -0.02473977
  1.20306869 -0.77283257 -0.03606886 -1.35037109 -0.25776949 -0.13411464
 -0.25361474  0.33968625  0.06618851 -0.3344136  -0.9059043  -0.70002522
  0.63258964  0.69090436  0.14862316 -0.78572699  0.20312309  0.17698856
  1.06691983 -0.8820227   1.71742626  0.28374998  1.23028786  1.08747812
  0.25138788  0.36534498  1.21676876 -1.29266734 -1.60024977  0.14515462]",1.0,4,3,0,0,17000,13,8
17,ImprovementEmitter,"[ 0.1225131  -0.3522565   0.3637982  -0.81361688 -0.33052619  1.08547089
 -1.02035176  0.14701257 -1.22970604 -0.36194212 -0.50659948 -0.19795414
  0.20816087  0.55261362 -0.58670253  0.25339612  0.12237077  0.9002014
  0.65412414 -0.59892325 -1.34613261 -0.25949938 -0.54309587 -0.93486793
 -0.16938867 -2.05569726 -0.88873634  1.9627003   0.80739527  0.35438782
 -0.19252314 -0.69230323 -2.04848696  0.55983189  1.15886479  0.40677171
  0.15814448 -1.18899781  0.44634263  1.02414025  1.29004941 -0.91124675
 -1.30907045  0.14771195  0.45207623  0.04195309  0.56815417 -1.5790569
  0.44519493  0.71610647 -0.5576231  -0.32940311  0.27489362  0.06202419
 -0.21481426  0.66421666  0.05802125  0.97058451  0.22598054  0.52579048
 -0.32763375 -0.53367784 -0.89433834  0.19716328  0.17416834  0.64792402
  0.44087942 -0.44352089  0.43162908 -1.367046    0.45454734 -0.12533491
 -0.27549549  0.35698628 -0.5736933   0.56520701 -0.8774943  -0.90720314
  0.30642846  0.7635803   0.7730044  -0.96655189  0.23233096 -0.50764804
  0.88362065 -1.89806966 -0.34909091  0.07131539  1.30463541  0.84597252
 -0.15219227  0.04203656 -0.52329516 -0.84058348 -0.42198956 -0.05156941]",1.0,5,5,0,0,16700,21,13
18,ImprovementEmitter,"[ 5.47017153e-01 -1.59116539e+00 -9.83747116e-02 -1.25416858e+00
 -1.05664002e+00  1.06760778e+00  1.11286436e+00  2.73588647e-01
 -3.61523296e-01 -1.21394458e+00  1.53526698e+00 -8.19403064e-01
  7.00835882e-02 -5.26359305e-01 -1.00073634e+00 -4.89308694e-01
 -1.02023146e+00 -3.89434820e-01 -5.84236662e-01  8.64605820e-01
 -1.33241298e-01 -3.10488813e-01 -7.01282380e-01 -8.59463053e-01
 -4.36950761e-01  7.33254830e-01  1.02942054e-01  2.62012199e+00
  8.79243132e-01 -8.89746201e-01  9.94141069e-01 -8.09573825e-01
 -1.80416026e+00  8.03998370e-01 -1.00908729e-01  1.49257586e+00
 -4.52188681e-01 -1.04650284e+00  6.71321322e-01  1.77383810e+00
  7.65904231e-01  7.05977267e-01 -4.59056628e-01  1.78846907e-02
  6.80853284e-01  2.31084993e-03  3.26749197e-01  1.16930323e-01
  1.60351767e-01 -2.19955384e-01 -3.83887846e-01  1.98202114e-01
 -1.50022357e-01  3.43814406e-01  9.92498477e-02 -4.39280090e-01
 -1.03131309e-01  1.72985139e+00  1.01579897e+00 -1.76349448e-01
 -1.15594153e-03 -5.71766928e-01  5.01367493e-01  4.62759186e-01
 -6.75339329e-01 -4.36531444e-02 -9.45439867e-01 -4.38845191e-01
  7.03677188e-01 -8.63190530e-01 -9.05086621e-01 -2.24318084e-01
 -7.70333413e-01 -3.44122210e-01  1.47217540e-01  8.07409219e-02
 -6.25974866e-01 -3.03390032e-01  9.69928541e-01  6.90421468e-01
  1.05706005e-02  2.20877714e-01  1.95618698e-01 -6.85808693e-01
  8.85872693e-01 -9.93473668e-01  1.02633859e+00  1.08477314e-01
  1.70696169e+00  9.21255044e-01  1.97013215e-01  1.03883906e-01
  7.01507580e-01 -8.94726059e-02 -1.05509878e-01 -5.87968900e-01]",1.0,6,3,0,0,16880,1,8
19,ImprovementEmitter,"[-0.3826127  -1.39150044 -0.5491     -0.72045935 -2.61138498  0.99989851
 -0.23375492 -0.19615576 -1.32615927  0.80993998 -0.72555329  1.19626574
 -0.73275188  1.05125584  0.28468658  0.1570657  -1.15682579 -1.27201005
  0.17760299 -1.10135626 -0.69429722 -0.77535651 -0.4764495  -0.83709953
  0.59024463 -0.78997342  0.14817375  0.71645703  0.55074842 -0.40957829
  1.38028344 -0.84209574 -1.42308674  0.32138365  0.55137932  1.2003664
 -1.081927   -0.67906545  0.8064358  -0.32792166  2.28346265 -1.34463227
 -1.16103808  0.73500413  0.17407597 -0.22287007  0.50858931 -0.79452132
  0.46834462  0.59076609 -0.51894175 -0.86130922  0.80704236  0.75853628
  0.52148205  0.4986071  -0.37529423  1.24729081  0.27383029  0.24176534
  0.18908115 -0.40167579 -0.82804131 -0.24522822 -0.10610123  0.20675856
  0.79373255 -0.15933448  0.83140449 -0.64880901 -0.55096902  0.24623323
  0.04379317 -0.10376195 -0.06790632 -0.50741815 -1.04542286 -0.93447356
  0.221453    1.20372295  0.21017135 -0.37675142  0.41732782 -0.08142079
  1.21166522 -1.36876587  0.11573558  0.41720281  1.50481142  0.82308324
  0.06114547 -0.39256957  0.11075639 -0.09724927 -0.84072551  0.20486761]",1.0,5,3,0,0,17000,11,10
